System,Utterance,Source,ref1,ref2,hyp
CUNI-DocTransformer,504,"Dvacet let to vznikalo samostatně a nesystémově, teď se to během pár měsíců snažíme sjednotit.
","It developed individually and non-systematically for 20 years, now we are trying to integrate it within just a few months.
","It’s been developing separately and unsystematically for 20 years; now we’re trying to consolidate it in just a few months’ time.
","For 20 years it was created independently and non-systemically, now we're trying to unify it within a few months.
"
CUNI-DocTransformer,505,"Nejde to tryskem.
","It cannot be done quickly.
","It can’t be done in a flash.
","It's not going at a gallop.
"
CUNI-DocTransformer,506,"Lidi za pochodu, chudáci na hygienách za pochodu adaptují ty nové systémy a vychytávají vlastně ty chyby,"" uvedl.
","People working on the hoof, poor hygyenists adapting the new systems and, in fact, debugging on the hoof,"" he said.
","Adopting to the new systems along the way, poor public-health-office workers are those who basically detect the faults,” Dzurilla stated.
","People on the march, poor people on the sanitation system on the march are adapting the new systems and catching up the errors,"" he said.
"
CUNI-DocTransformer,507,"Ostravský primátor Macura nebude znovu kandidovat, nechce totiž ""zblbnout v politice""
","Ostrava Mayor Macura not to candidate again, he does not want to ""go stupid in politics""
","Ostrava's mayor Macura won't run for office again, as he doesn't want to ""lose his mind in politics""
","The Mayor of Ostrava, Macura, will not run again because he does not want to ""go crazy in politics""
"
CUNI-DocTransformer,508,"Současný ostravský primátor Tomáš Macura (ANO) nebude v příštích komunálních volbách kandidovat.
","The current Mayor of Ostrava Tomáš Macura (ANO) will not candidate in the next municipal elections.
","The current mayor of Ostrava, Tomáš Macura (ANO), won't stand as a candidate in the next municipal elections.
","The current Mayor of Ostrava, Tomáš Macura (ANO), will not run in the next municipal elections.
"
CUNI-DocTransformer,509,"Důvodem je snaha ""nezblbnout v politice,"" řekl serveru Respekt.cz.
","The reason is that he does not want to ""go stupid in politics,"" he said to Respekt.cz.
","The reason is that he is trying ""not to lose his mind in politics,"" he said to the Respekt.cz magazine.
","The reason is to ""not go crazy in politics,"" he told Respekt.cz.
"
CUNI-DocTransformer,510,"Macura, který je zároveň členem předsednictva hnutí ANO, je primátorem Ostravy od listopadu 2014.
","Macura, who is a board member of ANO political movement at the same time, has been the Mayor of Ostrava since Novembre 2014.
","A member of ANO's party leadership, Macura has been the mayor of Ostrava since November 2014.
","Macura, who is also a member of the ANO movement's Bureau, has been the Mayor of Ostrava since November 2014.
"
CUNI-DocTransformer,511,"V komunálních volbách v roce 2018 získala jím vedená kandidátka hnutí ANO v Ostravě téměř třetinu voličských hlasů.
","The ANO ballot led by him got almost one third of votes in Ostrava in the municipal elections in 2018.
","In the 2018 Ostrava municipal elections, ANO party with Macura at the top of the electoral list received almost one third of the votes.
","In the 2018 municipal elections, the ANO candidate led by him won almost a third of the electoral votes in Ostrava.
"
CUNI-DocTransformer,512,"Macura chtěl původně ve funkci být pouze na čtyři roky.
","Macura originally wanted to act as the Mayor for four years only.
","Initially, Macura wanted to hold office only for four years.
","Macura originally wanted to be in office for only four years.
"
CUNI-DocTransformer,513,"""Říkal jsem si, že vydržím jedno funkční období a s tou zkušeností z byznysu to tady za tu dobu dokážu všechno převrátit a postavit na nohy,"" řekl Respektu.
","""I said to myself that I was going to stay for one election period and that, with my business experience, I would try to change everything and put it together,"" he said to Respekt.
","""I was telling myself that I can make it for one term and, because I have experience in business, it would be enough time to take everything apart and give things here an overhaul,"" he told Respekt.
","""I told myself that I would last one term and with the experience of business I could turn everything around and get it back on its feet,"" he told Respekt.
"
CUNI-DocTransformer,514,"Dodal, že na druhé volební období se nechal do jisté míry přemluvit.
","He added that to a certain extent he had been persuaded to candidate in the second election period.
","He added that he was, to some extent, talked into the second term.
","He added that he had been persuaded to a certain extent for a second term.
"
CUNI-DocTransformer,515,"""Ale pro mě je to maximum.
","""But it is maximum to me.
","""But that's the maximum for me.
","""But for me it's the maximum.
"
CUNI-DocTransformer,516,"Já nechci v té politice blbnout,"" dodal Macura, který v rozhovoru sám sebe označil za těžkého introverta, kterému nevyhovuje častý kontakt s lidmi.
","I do not want to go stupid in politics,"" Macura, who in the discussion called himself a bit of an introvert, who dislikes getting often in touch with people, added.
","I don't want to lose my mind in politics,"" Macura said in the interview, calling himself a complete introvert, who doesn't like to be in frequent contact with people.
","I don't want to go crazy in politics,"" added Macura, who in an interview described himself as a heavy introvert who did not like frequent contact with people.
"
CUNI-DocTransformer,517,"Podle Respektu se už delší dobu spekuluje o Macurově možném konci v hnutí ANO.
","According to Respekt, there have been rumours a long time that Macura might quit ANO movement.
","According to Respekt, there have been speculations about Macura's possible departure from ANO for some time.
","According to Respekt, there has been speculation about Macura's possible end in the ANO movement for some time.
"
CUNI-DocTransformer,518,"Server připomíná, že Macura několikrát kritizoval hnutí ANO, například za spojenectví s hnutím SPD nebo za podporu Miloše Zemana v prezidentských volbách.
","They reminds that Macura have criticised ANO several times, for example for the alliance with SPD movement or for supporting Miloš Zeman in the presidential elections.
","The magazine points out that Macura has criticised ANO several times, for example, for its alliance with the far-right SPD party or its support of Miloš Zeman in the presidential elections.
","The server recalls that Macura has criticized the ANO movement several times, for example for its alliance with the SPD movement or for supporting Miloš Zeman in the presidential elections.
"
